id,year,name,abbreviated_name,type,international_or_national,website,hq_location,year_founded,year_closed,countries_of_operation_count,sector,religious_or_secular,religion,red_cross_code_of_conduct_signatory,chs_member,interaction_member,icva_member,staff,staff_imputed,natl,natl_imputed,intl,intl_imputed,percent_intl,ope_approx_usd,ope_imputed,ope/staff,ope_inflation_adjusted,ope_original_currency,humexp_approx_usd,humexp_imputed,humexp_inflation_adjusted
3108,2022,Fundación Funam,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6671,2022,Fundación Halü Bienestar Humano,NA,NNGO,NA,http://www.fundacionhalu.org/index.php,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3113,2022,Fundación Hogar Piccoli Saggi,Fhopsa,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3115,2022,Fundación Huellas,NA,NNGO,National,https://huellasfundacion.org,Colombia,2007,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3114,2022,Fundación La Divina Providencia,NA,NNGO,National,http://www.fundacionladivinaprovidencia.org/,Colombia,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3125,2022,Fundación La Paz,FUDEP,NNGO,National,https://www.fudepbolivia.org,Bolivia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3127,2022,Fundación las Golondrinas,NA,NNGO,National,http://www.fundacionlasgolondrinas.org/,Colombia,1981,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3130,2022,Fundación Laudes Infantis,NA,NNGO,National,https://laudesinfantis.org,Colombia,1999,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3132,2022,Fundación Luz y Esperanza,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6730,2022,Fundacion Madre Maria Luisa Casar,NA,NNGO,NA,http://madreluisa.org,Venezuela,1997,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6693,2022,Fundación Makikuna,NA,NNGO,NA,http://www.fundacionmakikuna.org/,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3134,2022,Fundación Manos Creativas,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3135,2022,Fundación Manos Extendidas,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3136,2022,Fundación Manos Unidas al servicio de todos,Manos Unidas,NNGO,National,https://www.manosunidas.org,Spain,1978,NA,1,NA,Religious,Christian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3137,2022,Fundación mas que vencedores,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3128,2020,Fundación Mil Regalos Mil Sonrisas,NA,NNGO,National,NA,Colombia,2016,NA,1,NA,NA,NA,NA,NA,NA,NA,10,A,10,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3139,2022,Fundación Misión Juan Pablo II,NA,NNGO,National,https://www.fundacionjuanpabloii.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3140,2022,Fundación Mujer del Nuevo Milenio,Fundamil,NNGO,National,https://www.familiafundamil.org/en/home/,Colombia,NA,NA,1,Women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3141,2022,Fundación Mujer y Futuro,NA,NNGO,National,https://mujeryfuturo.org,Colombia,1989,NA,1,Women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3142,2022,Fundación Mujer y Hogar,NA,NNGO,National,https://www.fundacionmujeryhogar.org,Colombia,2001,NA,1,Women,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6740,2022,Fundación Nativo,NA,NNGO,NA,http://www.fundacionnativo.org,Venezuela,2014,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3144,2022,Fundación Niños del Futuro,NDF,NNGO,National,http://Globalndf.org/,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3145,2022,Fundación Nueva Vida Colombia,NA,NNGO,National,http://www.fundacioncnuevavida.com,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3146,2022,Fundación Nuevo Renacer,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3149,2022,Fundación Pan y Palabra,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3150,2022,Fundación Panamericana para el Desarrollo,FUPAD,NNGO,National,https://www.fupad.org,Colombia,1962,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3152,2022,Fundación para el Desarrollo Integral,FUDI,NNGO,National,https://fudigt.org,Guatemala,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3155,2022,Fundación para el desarrollo local comunitario,Fundacomunidad,NNGO,National,https://www.fundacomunidad.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3158,2022,Fundación para niños pobres del Choco sede Tado,Funpch,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3159,2022,Fundación Pasos,NA,NNGO,National,https://pasosbolivia.org,Bolivia,2000,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3161,2022,Fundación Pepaso,NA,NNGO,National,https://fundacionpepaso.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3167,2022,Fundacion Salvadorena,NA,NNGO,National,NA,El Salvador,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3168,2022,Fundación San Clemente,NA,NNGO,National,https://sanclemente.org.co/,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3169,2022,Fundación Sanar,NA,NNGO,National,https://sanarcancer.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3170,2022,Fundación Santo Domingo de Guzman,NA,NNGO,National,https://www.fundacionsantodomingo.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3172,2022,Fundación Sembradores de Paz,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2419,2022,Fundacion Sembrando Esperanza,NA,NNGO,National,https://fundacionsembrandoesperanza.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3173,2022,Fundación Sembrando Futuro,NA,NNGO,National,NA,Colombia,1993,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3174,2022,Fundación Semilla de Vida,NA,NNGO,National,http://www.fundacionsemilladevida.com/,Colombia,2002,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3175,2022,Fundación Semillas de Amor,NA,NNGO,National,http://www.fundacionsemillasdeamor.com/quienes-somos.html,Colombia,1997,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3179,2022,Fundacion Seraphin,NA,NNGO,National,http://fundacionseraphim.org/es_ES/,El Salvador,1998,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3182,2021,Fundación Siguiendo los pasos de Jesús,NA,NNGO,National,https://www.pasosdejesus.org,Colombia,NA,NA,1,NA,Religious,Christian,NA,NA,NA,NA,2,A,2,A,NA,NA,NA,192000,A,96000,207069,NA,NA,NA,NA
3184,2022,Fundación Social para el desarrollo del Pozón,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3186,2022,Fundación Social y Clutural Vida y Paz,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3187,2022,Fundación Solidaria por Colombia,NA,NNGO,National,NA,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4326,2022,Fundación Tarabita,NA,NNGO,National,NA,Ecuador,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6682,2022,Fundación Tierra de Paz,NA,NNGO,NA,https://fundaciontierradepaz.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3192,2022,Fundación un mundo mejor,NA,NNGO,National,https://www.fundacionmundomejor.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3193,2022,Fundación Unete,NA,NNGO,National,https://www.fundacionunete.org/logros/,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3194,2022,Fundación verdad y vida,NA,NNGO,National,https://fundacionverdadyvidaava.org,Colombia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7169,2022,Fundacja Kocham D?bniki/ Kocham Debniki Foundation,FCD,NNGO,NA,NA,Poland,2022,NA,1,NA,NA,NA,NA,NA,NA,NA,13,A,NA,NA,NA,NA,NA,19181496,A,1475499.69,19181496,NA,NA,NA,NA
7060,2022,Fundamental Human Rights & Rural Development Association,FHRRDA,NNGO,NA,https://fhrrdapk.org/who-we-are/,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3198,2022,Fundasaun Haburas,NA,NNGO,National,NA,Timor-Leste,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3199,2022,FUNDAUNIBAN,NA,NNGO,National,https://www.fundauniban.org.co,Colombia,1987,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3200,2022,Fundemi Talita Kumi,NA,NNGO,National,http://fundaciontalitakumi.org/,Guatemala,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6724,2022,Fundo de Investimento e Património do Abastecimento de Água,FIPAG,NNGO,NA,https://www.fipag.co.mz,Mozambique,1991,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,2022,FUNIMA International,NA,NNGO,NA,https://funimainternational.org/,Italy,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5444,2022,Fusion des Jeunes pour le Devenir,FJD,NNGO,NA,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5237,2022,Future Generations Afghanistan,FGA,NNGO,NA,https://www.future.org.af,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1014,A,1014,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3202,2022,Future in Our Hands Gambia,NA,NNGO,National,NA,Gambia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3203,2022,Future in Our Hands Sierra Leone,NA,NNGO,National,NA,Sierra Leone,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3204,2022,Future Porte du Tchad,NA,NNGO,National,NA,Chad,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5414,2022,FVS- Amie Des Enfants,NA,NNGO,NA,https://www.fvs-amadeburundi.org,Burundi,2014,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4222,2022,Gabala Regional NGO's Resource and Training Centre,NA,NNGO,National,NA,Azerbaijan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6515,2022,GADED,NA,NNGO,NA,NA,Niger,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4651,2022,Galkayo Medical Foundation,GMF,NNGO,National,http://www.galkayomedicalcenter.org/,Somalia,NA,NA,1,Health,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3206,2022,Gambia Food and Nutrition Association,NA,NNGO,National,NA,Gambia,NA,NA,1,Food security/agriculture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5730,2022,Gannaane Organisation,Gannaane,NNGO,NA,https://gannaane.org,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3209,2022,Gardo General Hospital,NA,NNGO,National,NA,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
907,2022,Gargaar Relief and Development Organization,GREDO,NNGO,NA,www.gredosom.org,Somalia,2014,NA,1,NA,NA,NA,NA,NA,NA,NA,90,A,90,A,NA,NA,NA,1000000,A,11111.11,1000000,NA,NA,NA,NA
3217,2022,Gbonkolenken Farmers Association,NA,NNGO,National,NA,Sierra Leone,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5463,2022,GDAP,NA,NNGO,NA,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3219,2022,Gedo Women Development Organization,GEWDO,NNGO,National,NA,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,2022,Geneeskunde voor Derde Wereld Me?decine pour le Tiers Monde,NA,NNGO,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5683,2022,General Assistance and Volunteer Organization,GAVO,NNGO,NA,http://gavosoma.org,Somalia,1993,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4616,2022,Generatie Tanara,NA,NNGO,National,NA,Romania,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5297,2022,Generations Without Qat for Awareness and Development,GWQ,NNGO,NA,www.gwq-ye.org,Yemen,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,100,A,100,A,NA,NA,NA,1800000,A,18000,1800000,NA,NA,NA,NA
861,2022,GeoForschungsZentrum Potsdam,NA,NNGO,NA,https://www.gfz-potsdam.de/,Germany,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,2022,GEOMOUN,NA,NNGO,NA,https://www.geomoun.org/,France,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,2022,German Cooperative and Raiffeisen Confederation,NA,NNGO,NA,https://www.dgrv.coop/,Germany,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5955,2022,Ghadaq for Development,Ghadaq,NNGO,NA,https://ghadaq.org,Yemen,2015,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4828,2022,Ghazni Rural Support Program,GRSP,NNGO,NA,https://grsp.af,Afghanistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5768,2022,Ghiras Alnahda,NA,NNGO,NA,https://ghirasalnahda.com/?lang=en,Syrian Arab Republic,2011,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5415,2022,Giriyuja,NA,NNGO,NA,http://www.giriyuja.org/index.html,Burundi,2006,NA,1,Children/youth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5415,2022,Giriyuja,NA,NNGO,NA,http://www.giriyuja.org/index.html,Burundi,2006,NA,1,Children/youth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6486,2022,Giving Back Movement/ Forum Bangun ACEH,GBM/FBA,NNGO,NA,https://www.fba.or.id,Indonesia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6030,2022,Global Aid Hand,GAH,NNGO,NA,www.globalaidhand.org,Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5814,2022,Global Community Rescue,GCR,NNGO,NA,NA,Cameroon,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7004,2022,"Global Educational, Economic and Social Empowerment",GEESE,NNGO,NA,https://www.geese.org.pk/OurHistory.aspx,Pakistan,2008,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6291,2022,Global Haitian Advancement Through Education and Sports,GHATES,NNGO,NA,NA,Haiti,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6248,2022,Global Health Foundation,GHF,NNGO,NA,NA,Sudan,1995,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,2021,Global Hope Network International,GHNI,NNGO,NA,https://www.globalhopenetwork.org,NA,1999,NA,29,NA,NA,NA,NA,NA,NA,NA,120,A,NA,NA,NA,NA,NA,2500000,A,20833.33,2696205,NA,NA,NA,NA
885,2022,Global Network for People Living with HIV (GNP+),NA,INGO,NA,https://gnpplus.net/,Netherlands,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3232,2022,Global Peace Pioneers,NA,NNGO,National,http://www.globalpeace.net.pk,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6903,2022,Global Synergy,NA,NNGO,NA,https://globalsynergyfoundation.org/en/home/,Ukraine,2003,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6118,2020,Global Unnayan Seba Sangstha,GUSS,NNGO,NA,www.gussbd.org,Bangladesh,2017,NA,1,NA,NA,NA,NA,NA,NA,NA,35,A,35,A,NA,NA,NA,300000,A,8571.43,339284,NA,NA,NA,NA
890,2022,Global Village of Beijing,NA,NNGO,National,NA,China,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
892,2022,Global Water Partnership Organisation,NA,INGO,NA,https://www.gwp.org/,Sweden,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5667,2022,Goal Prime Organisation Nigeria,GPON,NNGO,NA,https://www.goalprime.org,Nigeria,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6466,2022,GOD,NA,NNGO,NA,NA,Central African Republic,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5690,2022,Godob Environmental Development organization,GEDO,NNGO,NA,NA,Somalia,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
897,2022,Goethe-Institut,NA,NNGO,NA,https://www.goethe.de/,Germany,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6852,2022,Goggoji Zumunchi Development Initiative,GZDI,NNGO,NA,NA,Nigeria,2008,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6116,2022,Gonoshasthaya Kendra,GK,NNGO,NA,https://gonoshasthayakendra.com,Bangladesh,1972,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6945,2022,Good People of Bukovina,GPB,NNGO,NA,NA,Ukraine,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3237,2022,Gorakh Development Foundation,NA,NNGO,National,http://www.gorakh.org.pk,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7034,2022,Goth Seengar Foundation,GSF,NNGO,NA,https://gsf.org.pk,Pakistan,1991,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7059,2022,Goth Suddhar Sangat,GSSS,NNGO,NA,NA,Pakistan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3238,2022,Goulbi,NA,NNGO,National,NA,Niger,2005,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6237,2022,GPA,NA,NNGO,NA,NA,Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6250,2022,GPBC,NA,NNGO,NA,NA,Sudan,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5811,2022,Grace Chin Foundation,GCF,NNGO,NA,https://gracechinfoundation.com/blog/,Cameroon,2018,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3240,2020,Gram Bharti Mahila Mandal,GBMM,NNGO,National,https://www.grambharti.in,India,1986,NA,1,NA,NA,NA,NA,NA,NA,NA,222,A,222,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3241,2022,Gram Unnayan Karma,GUK,NNGO,National,https://guk.org.bd,Bangladesh,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6191,2022,Gram Unnayon Sangathon,GRAUS,NNGO,NA,https://www.graus-cht.org,Bangladesh,1998,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
